POST_TRANSACTION_ACCOUNT_BALANCES,AMOUNT,BOOKING_DATE,CURRENCY_CODE,EXTERNAL_ID,ID,PARENT_ACCOUNT_KEY,
"{
  ""total_balance"": 536.62
}",-22.72,2025-02-18 02:10:37.000 +0800,SGD,,14533793,8a8e8e3794d22bd80194d55ac0ec2bd7,"{
  ""card_acceptor"": {
    ""mcc"": 4900,
    ""name"": ""SP Digital PL-Utilitie"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195151adc1d4577"",
  ""external_reference_id"": ""465048654354881-1739844635000""
}"
"{
  ""total_balance"": 301.76
}",-4.04,2025-02-18 05:58:05.000 +0800,SGD,,14535175,8a8e8f3b94e71d940194eb360bd60a04,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515eb1f150ce7"",
  ""external_reference_id"": ""465048790847750-1739858284000""
}"
"{
  ""total_balance"": 20018.24
}",-3.09,2025-02-18 07:27:36.000 +0800,SGD,,14536862,8a8e8e8d94d7521f0194d984710152d1,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a0195163d11a01ee8"",
  ""external_reference_id"": ""465048844533532-1739863654000""
}"
"{
  ""total_balance"": 43.42
}",-4.2,2025-02-18 07:30:45.000 +0800,SGD,,14536938,8a8e8f3f926ea96b01926f806c852613,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a0195163ff6dc1fd7"",
  ""external_reference_id"": ""385048846442304-1739863844000""
}"
"{
  ""total_balance"": 727.71
}",-3.04,2025-02-18 06:32:08.000 +0800,SGD,,14535843,8a8e8e3794d22bd80194d5e3545754b5,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b570195160a4bfa12e0"",
  ""external_reference_id"": ""465048811247089-1739860327000""
}"
"{
  ""total_balance"": 58.13
}",-4.09,2025-02-18 05:34:15.000 +0800,SGD,,14534716,8a8e8fa794f14a320194f29931362cb9,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515d54c840871"",
  ""external_reference_id"": ""585048776521230-1739856854000""
}"
"{
  ""total_balance"": 50013.33
}",-3.58,2025-02-18 05:28:07.000 +0800,SGD,,14534555,8a8e8f2992592bef01925abc68b13a05,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515cfaf0b056a"",
  ""external_reference_id"": ""585048772851044-1739856486000""
}"
"{
  ""total_balance"": 49467.24
}",-607.81,2025-02-18 02:22:50.000 +0800,SGD,,14533834,8a8e8e779131f7ef019135f33cdc4827,"{
  ""card_acceptor"": {
    ""mcc"": 7538,
    ""name"": ""ENTERTAINMENT CAR ACCESSO"",
    ""street"": ""MIRI MY""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019515260bea4158"",
  ""external_reference_id"": ""385048661689301-1739845368000""
}"
"{
  ""total_balance"": 425.23
}",-0.75,2025-02-18 07:25:02.000 +0800,SGD,,14536790,8a8e8e1e950576300195075b6e424008,"{
  ""card_acceptor"": {
    ""mcc"": 7512,
    ""name"": ""GetGo"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8e3795156b570195163ab7e31da0"",
  ""external_reference_id"": ""385048843001630-1739863500000""
}"
"{
  ""total_balance"": 129.81
}",-3.7,2025-02-18 06:43:04.000 +0800,SGD,,14536092,8a8e8f428a1f63cc018a20a4ea6b2e4f,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019516144dac16b6"",
  ""external_reference_id"": ""465048817808350-1739860983000""
}"
"{
  ""total_balance"": 19.93
}",-5.08,2025-02-18 05:19:52.000 +0800,SGD,,14534364,8a8e8e8d94d7521f0194d8e43e1723d6,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515c822d04ce9"",
  ""external_reference_id"": ""585048767904497-1739855991000""
}"
"{
  ""total_balance"": 469.96
}",-4.52,2025-02-18 05:51:11.000 +0800,SGD,,14535052,8a8e8e2994dc788d0194de558f083298,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515e4ce4b0e10"",
  ""external_reference_id"": ""305048786680479-1739857870000""
}"
"{
  ""total_balance"": 81.12
}",-5.14,2025-02-18 05:59:02.000 +0800,SGD,,14535199,8a8e8efb94d648b30194d65f9b7a06a3,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515ebfb670c35"",
  ""external_reference_id"": ""385048791406738-1739858341000""
}"
"{
  ""total_balance"": 106.91
}",-4.34,2025-02-18 05:27:05.000 +0800,SGD,,14534528,8a8e8f6c94f816010194fabf1e4a2eea,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515ceba7c0515"",
  ""external_reference_id"": ""305048772238602-1739856423000""
}"
"{
  ""total_balance"": 19364.83
}",-4.67,2025-02-18 05:57:26.000 +0800,SGD,,14535166,8a8e8faf916c12f301916d700caa1581,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515ea86f80cd8"",
  ""external_reference_id"": ""465048790446401-1739858245000""
}"
"{
  ""total_balance"": 1993.26
}",-1.4,2025-02-18 05:48:04.000 +0800,SGD,,14535004,8a8e8ed59506013f019508a5d82c217b,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515e1f0ef0a44"",
  ""external_reference_id"": ""465048784818184-1739857683000""
}"
"{
  ""total_balance"": 984.84
}",-8.9,2025-02-18 06:15:41.000 +0800,SGD,,14535505,8a8e8faa95060b6001950992b2ce6cf3,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515fb39e30fba"",
  ""external_reference_id"": ""465048801391405-1739859340000""
}"
"{
  ""total_balance"": 20001.95
}",-4.12,2025-02-18 05:38:55.000 +0800,SGD,,14534801,8a8e8efb94d648b30194d6b44cd5232c,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515d991d9095e"",
  ""external_reference_id"": ""305048779344234-1739857134000""
}"
"{
  ""total_balance"": 120.51
}",-3.86,2025-02-18 05:50:38.000 +0800,SGD,,14535046,8a8e8f4c94d29c520194d4a4a1386964,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515e44b6e0dd5"",
  ""external_reference_id"": ""465048786370554-1739857837000""
}"
"{
  ""total_balance"": 5678.69
}",-4.62,2025-02-18 06:33:30.000 +0800,SGD,,14535871,8a8e8e1e910a52f201911017c7542107,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195160b8a3e5ce9"",
  ""external_reference_id"": ""585048812084509-1739860408000""
}"
"{
  ""total_balance"": 23570.4
}",-3.77,2025-02-18 07:24:31.000 +0800,SGD,,14536777,8a8e8feb90bce30f0190bf33769b52be,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195163a3fa1670f"",
  ""external_reference_id"": ""385048842679456-1739863470000""
}"
"{
  ""total_balance"": 2171.33
}",-1.19,2025-02-18 05:28:43.000 +0800,SGD,,14534572,8a8e8f4e90f5d09a0190f9f2a4b550c5,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515d03c364eea"",
  ""external_reference_id"": ""385048773226287-1739856522000""
}"
"{
  ""total_balance"": 194.3
}",-2.9,2025-02-18 07:03:46.000 +0800,SGD,,14536490,8a8e8e51931784a50193193a0f393113,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c019516273f2619ef"",
  ""external_reference_id"": ""585048830230434-1739862224000""
}"
"{
  ""total_balance"": 2067.07
}",-1.89,2025-02-18 05:14:23.000 +0800,SGD,,14534233,8a8e8f8a94dcbfe80194dfc14cd00868,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515c31cbd0354"",
  ""external_reference_id"": ""585048764605517-1739855662000""
}"
"{
  ""total_balance"": 20231.26
}",-2.14,2025-02-18 06:29:53.000 +0800,SGD,,14535792,8a8e8ef592df223d0192e2a2e3275bb0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c019516083b8f12b9"",
  ""external_reference_id"": ""585048809924021-1739860192000""
}"
"{
  ""total_balance"": 25271.15
}",-4.46,2025-02-18 07:21:36.000 +0800,SGD,,14536704,8a8e8e12908e8a3501909292d8ba4cc0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195163795b86651"",
  ""external_reference_id"": ""465048840951645-1739863295000""
}"
"{
  ""total_balance"": 20094.16
}",-1.19,2025-02-18 05:15:31.000 +0800,SGD,,14534255,8a8e8f6a94e6c5630194ea535d7c6c1e,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515c4277c055c"",
  ""external_reference_id"": ""385048765293243-1739855730000""
}"
"{
  ""total_balance"": 17928.54
}",-8.37,2025-02-18 05:42:23.000 +0800,SGD,,14534882,8a8e8e079253e55b01925c2b690f6ba4,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515dcbc645233"",
  ""external_reference_id"": ""385048781415069-1739857341000""
}"
"{
  ""total_balance"": 7.93
}",-2.06,2025-02-18 06:03:32.000 +0800,SGD,,14535281,8a8e8f49950afaf101950ee708d957de,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515f01b581071"",
  ""external_reference_id"": ""585048794100956-1739858611000""
}"
"{
  ""total_balance"": 41915.43
}",-6.67,2025-02-18 07:07:09.000 +0800,SGD,,14536553,8a8e8f548a435df3018a4483959102a3,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f0195162a596a1cd9"",
  ""external_reference_id"": ""385048832282775-1739862428000""
}"
"{
  ""total_balance"": 2401.42
}",-3.31,2025-02-18 07:08:31.000 +0800,SGD,,14536588,8a8e8e2394f15e540194f33d16406572,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195162b9b8764e8"",
  ""external_reference_id"": ""465048833108723-1739862510000""
}"
"{
  ""total_balance"": 874.28
}",-5.79,2025-02-18 05:43:02.000 +0800,SGD,,14534900,8a8e8e1e9505763001950812c9a57d71,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515dd57ae0a36"",
  ""external_reference_id"": ""585048781812925-1739857381000""
}"
"{
  ""total_balance"": 3180.15
}",-10.3,2025-02-18 02:25:49.000 +0800,SGD,,14533841,8a8e8fbb94fb5e8c0194fbbfa87a0209,"{
  ""card_acceptor"": {
    ""mcc"": 5499,
    ""name"": ""7-ELEVEN -NTU 35 NANYANG"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b01951528c95546e1"",
  ""external_reference_id"": ""305048663485903-1739845548000""
}"
"{
  ""total_balance"": 44702.11
}",-1.19,2025-02-18 05:45:14.000 +0800,SGD,,14534945,8a8e8ed490b2a3120190b5ec731f3cf3,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515df5ba00c8c"",
  ""external_reference_id"": ""385048783134334-1739857513000""
}"
"{
  ""total_balance"": 31.57
}",-2.38,2025-02-18 05:44:26.000 +0800,SGD,,14534929,8a8e8f2294d2884a0194d555c84b313d,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515de9fae528d"",
  ""external_reference_id"": ""305048782656459-1739857465000""
}"
"{
  ""total_balance"": 32.4
}",-4.43,2025-02-18 05:39:40.000 +0800,SGD,,14534821,8a8e8e9594d292430194d4bb72ce708b,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515da40fc0975"",
  ""external_reference_id"": ""465048779772701-1739857179000""
}"
"{
  ""total_balance"": 23.81
}",-4.16,2025-02-18 07:03:50.000 +0800,SGD,,14536491,8a8e8eff8a3911cd018a3a7508a0383c,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019516274fcc1af9"",
  ""external_reference_id"": ""385048830289466-1739862229000""
}"
"{
  ""total_balance"": 2.71
}",-2.3,2025-02-18 05:27:36.000 +0800,SGD,,14534539,8a8e8f7994ec37ec0194ef0b3d831b20,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515cf351c0675"",
  ""external_reference_id"": ""385048772539489-1739856454000""
}"
"{
  ""total_balance"": 19945.96
}",-3.32,2025-02-18 05:47:36.000 +0800,SGD,,14534993,8a8e8f1894d1f6aa0194d59b866540a3,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515e184500a17"",
  ""external_reference_id"": ""465048784546071-1739857655000""
}"
"{
  ""total_balance"": 63.26
}",-3.54,2025-02-18 06:51:23.000 +0800,SGD,,14536241,8a8e8ece94fb88900194feca4797380a,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f0195161beade1974"",
  ""external_reference_id"": ""305048822827019-1739861482000""
}"
"{
  ""total_balance"": 1883.21
}",-2.59,2025-02-18 07:31:36.000 +0800,SGD,,14536953,8a8e8e6394e731c60194ea4a85296214,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b5701951640baa11f68"",
  ""external_reference_id"": ""465048846943429-1739863894000""
}"
"{
  ""total_balance"": 5890.67
}",-2.38,2025-02-18 05:33:52.000 +0800,SGD,,14534705,8a8e8e5b91c23fa40191c5f6b77c2671,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515d4f155082b"",
  ""external_reference_id"": ""385048776301029-1739856830000""
}"
"{
  ""total_balance"": 9639.93
}",-0.01,2025-02-18 05:42:52.000 +0800,SGD,,14534895,8a8e8ecb906aabaf0190739531ed797d,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515dd2dec5242"",
  ""external_reference_id"": ""385048781681356-1739857368000""
}"
"{
  ""total_balance"": 50051.22
}",-5.28,2025-02-18 05:29:31.000 +0800,SGD,,14534597,8a8e8fa6916fe2500191701fe2300661,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515d0f58b05c9"",
  ""external_reference_id"": ""385048773680502-1739856569000""
}"
"{
  ""total_balance"": 3406.52
}",-3.62,2025-02-18 06:20:52.000 +0800,SGD,,14535613,8a8e8f6c94f1544f0194f45515dd3bb0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515fffa2413b6"",
  ""external_reference_id"": ""385048804513837-1739859651000""
}"
"{
  ""total_balance"": 223.94
}",-5.58,2025-02-18 05:24:30.000 +0800,SGD,,14534484,8a8e8ffd94d642c10194d68a727217ec,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515cc612305c4"",
  ""external_reference_id"": ""385048770691405-1739856269000""
}"
"{
  ""total_balance"": 49976.54
}",-13.46,2025-02-18 03:15:20.000 +0800,SGD,,14533965,8a8e8e01919fa1750191a61a2ac064ea,"{
  ""card_acceptor"": {
    ""mcc"": 5262,
    ""name"": ""SHOPEE SINGAPORE MP"",
    ""street"": ""+65 6206 6610 SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515561cff4908"",
  ""external_reference_id"": ""305048693189470-1739848518000""
}"
"{
  ""total_balance"": 19040.09
}",-959.37,2025-02-18 06:49:34.000 +0800,SGD,,14536211,8a8e8eb894ec2dea0194ee640ebc6cef,"{
  ""card_acceptor"": {
    ""mcc"": 7011,
    ""name"": ""PARK HYATT SYDNEY OPI"",
    ""street"": ""The Rocks AU""
  },
  ""encoded_key"": ""8a8e8e3795156b570195161a405816fd"",
  ""external_reference_id"": ""585048821734129-1739861373000""
}"
"{
  ""total_balance"": 161.92
}",-1.73,2025-02-18 06:42:43.000 +0800,SGD,,14536076,8a8e8ff390bb73af0190bc0003d9131b,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f01951613f96c17f2"",
  ""external_reference_id"": ""465048817614800-1739860961000""
}"
"{
  ""total_balance"": 22134.61
}",-1.4,2025-02-18 05:42:11.000 +0800,SGD,,14534877,8a8e8e2394f15e540194f4ee104e61e0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c019515dc8de50925"",
  ""external_reference_id"": ""585048781294869-1739857329000""
}"
"{
  ""total_balance"": 272.23
}",-3.39,2025-02-18 06:07:46.000 +0800,SGD,,14535370,8a8e8f6a94e6c5630194eaf156d60324,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515f3fbf3112d"",
  ""external_reference_id"": ""385048796640052-1739858865000""
}"
"{
  ""total_balance"": 331.39
}",-3.58,2025-02-18 05:20:22.000 +0800,SGD,,14534379,8a8e8f7d94d648ab0194d88d04b54497,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515c8959a0470"",
  ""external_reference_id"": ""465048768170168-1739856021000""
}"
"{
  ""total_balance"": 193.71
}",-2.23,2025-02-18 05:25:57.000 +0800,SGD,,14534506,8a8e8fa794f14a320194f4bf5c8c5958,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515cdb3450617"",
  ""external_reference_id"": ""585048771553631-1739856356000""
}"
"{
  ""total_balance"": 42.48
}",-4.44,2025-02-18 06:24:18.000 +0800,SGD,,14535679,8a8e8f92919009df01919338406e67b9,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019516031f4c1437"",
  ""external_reference_id"": ""465048806560913-1739859857000""
}"
"{
  ""total_balance"": 670.72
}",-3.88,2025-02-18 05:17:17.000 +0800,SGD,,14534302,8a8e8efb94d648b30194d68f771d17c8,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515c5c2c603f8"",
  ""external_reference_id"": ""585048766356166-1739855836000""
}"
"{
  ""total_balance"": 38547.86
}",-4.28,2025-02-18 05:26:01.000 +0800,SGD,,14534507,8a8e8e1490c2c9850190c5dae8430282,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515cdc3ae4e47"",
  ""external_reference_id"": ""385048771602623-1739856359000""
}"
"{
  ""total_balance"": 506.81
}",-3.78,2025-02-18 05:33:16.000 +0800,SGD,,14534685,8a8e8ff9931c397001931e71fa2f2e06,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515d466c306f4"",
  ""external_reference_id"": ""585048775958380-1739856795000""
}"
"{
  ""total_balance"": 123.85
}",-1.88,2025-02-18 06:18:46.000 +0800,SGD,,14535574,8a8e8ef694ec19c60194ef80bf6c40ed,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c019515fe0d2e105a"",
  ""external_reference_id"": ""305048803247087-1739859524000""
}"
"{
  ""total_balance"": 150.17
}",-3.7,2025-02-18 05:16:08.000 +0800,SGD,,14534268,8a8e8f7d94d648ab0194d9149026646b,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515c4b55f03a0"",
  ""external_reference_id"": ""305048765665880-1739855767000""
}"
"{
  ""total_balance"": 1192.66
}",-5.46,2025-02-18 06:54:31.000 +0800,SGD,,14536302,8a8e8f6194d793260194e0bdeb6d6eca,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c0195161ec94c1803"",
  ""external_reference_id"": ""465048824707036-1739861670000""
}"
"{
  ""total_balance"": 16814.11
}",-3.82,2025-02-18 06:46:50.000 +0800,SGD,,14536157,8a8e8e219166dfe201916aae1cfb0ba0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a01951617c0051723"",
  ""external_reference_id"": ""585048820090576-1739861209000""
}"
"{
  ""total_balance"": 9263.19
}",-3.39,2025-02-18 06:18:17.000 +0800,SGD,,14535558,8a8e8f548a435df3018a47137e014d80,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515fd9c4512ba"",
  ""external_reference_id"": ""385048802963076-1739859496000""
}"
